school,school_id,name,department,rating,difficulty,takeagain,most_common_tag,tags
Michigan State University,601,Harish Sankaranarayanan  ,Statistics,3.8,2.7,77%,,
Michigan State University,601,Derrick Franke  ,Criminal Justice,4.5,,100%,,
Michigan State University,601,Amor VM Ines  ,Agriculture,,,,,
Michigan State University,601,Bingsen Wang  ,Engineering,1.5,,,,
Michigan State University,601,Kendall Koning  ,Media Communications,,,,,
Michigan State University,601,Laura Romero  ,Languages,,,100%,,
Michigan State University,601,Xiaochuan Yang  ,Statistics,,,,,
Michigan State University,601,Andrew Dillon  ,Agriculture,,,100%,,
Michigan State University,601,Lucia Cardenas-Curiel  ,Education,1.5,,,,
Michigan State University,601,Chet McLeskey  ,Philosophy,,1.5,100%,,
Michigan State University,601,Daniel Bergan  ,Communication,,3.3,100%,,
Michigan State University,601,Violet Acumo  ,Psychology,,,100%,,
Michigan State University,601,Jay Kennedy  ,Criminal Justice,4.5,,100%,,
Michigan State University,601,Heather Taylor  ,Linguistics,,,100%,,
Michigan State University,601,Marissa Zhu  ,Education,,,,,
Michigan State University,601,Rob Davis  ,Mathematics,,,,,
Michigan State University,601,John Paskus  ,Engineering,,,,,
Michigan State University,601,James Lambert  ,Arts amp Humanities,2.9,3.4,43%,,
Michigan State University,601,Elizabeth LaPensee  ,Media Communications,,3.4,,,
Michigan State University,601,Scott Pratt  ,Physics,,3.4,,,
Michigan State University,601,R. Tantraphol  ,Communication,,3.4,,,
Michigan State University,601,Gregory Taucher  ,Arts Humanities amp Comm,2.2,3.2,34%,,
Michigan State University,601,David Blankfein-Tabachni  ,Law,4.3,3.3,67%,,
Michigan State University,601,Kathy Doig  ,Health Science,,,100%,,
Michigan State University,601,Susan McQuiston  ,Health Science,,,100%,,
Michigan State University,601,Fayyaz Hussian  ,Social Science,,,100%,,
Michigan State University,601,Cheryl Caesar  ,English,,,100%,,
Michigan State University,601,Chase Kasmerchak  ,Geography,,,,,
Michigan State University,601,Eric Beasley  ,Social Science,4.5,1.8,94%,,
Michigan State University,601,Dylan Rupel  ,Mathematics,,1.8,,,
Michigan State University,601,Claire Hu  ,Mathematics,,,100%,,
Michigan State University,601,Stephanie Moody  ,Writing,,,100%,,
Michigan State University,601,Thomas Rimer  ,Finance,4.3,2.5,75%,,
Michigan State University,601,Allison Eden  ,Communication,4.7,2.3,84%,,
Michigan State University,601,Constance Hunt  ,Political Science,,,100%,,
Michigan State University,601,Daniel Cavanaugh  ,Social Work,,,,,
Michigan State University,601,Corbin Wagner  ,Music,,,,,
Michigan State University,601,Samantha Fox  ,Sociology,1.3,3.9,6%,,
Michigan State University,601,Erica Smith  ,Writing,,1.5,100%,,
Michigan State University,601,Shahriar Mirzadeh  ,Mathematics,,,100%,,
Michigan State University,601,Kin Sing Lee  ,Chemistry,2.4,3.9,29%,,
Michigan State University,601,Mimi Wong  ,Science,,3.9,,,
Michigan State University,601,Teresa Ashcraft  ,Physics,1.4,3.9,,,
Michigan State University,601,Polly Hsu  ,Biology,,3.9,,,
Michigan State University,601,Ashley Ashcraft  ,Science,,3.9,,,
Michigan State University,601,Deo Ngonyani  ,Linguistics,3.5,3.5,50%,,
Michigan State University,601,Gadea Ortiz  ,Mathematics,,,67%,,
Michigan State University,601,Thomas Page  ,Marketing,,,,,
Michigan State University,601,Joshua Lam  ,Arts Humanities amp Comm,4.7,,100%,,
Michigan State University,601,Edward Watts  ,English,,,,,
Michigan State University,601,Guanghui Huang  ,Mathematics,,,,,
Michigan State University,601,Rola Nashef  ,Media Communications,,,,,
Michigan State University,601,Noah Kaye  ,History,2.7,4.3,29%,,
Michigan State University,601,Imen Zaabar  ,Engineering,,4.3,,,
Michigan State University,601,Jerrice Donelson  ,Writing,1.7,3.3,34%,,
Michigan State University,601,Kelly Lynch  ,Business,,,100%,,
Michigan State University,601,Michael Shapiro  ,Mathematics,,,,,
Michigan State University,601,Tai Nguyen  ,Mathematics,,,,,
Michigan State University,601,Ahmad Peivandi  ,Finance,2.5,,50%,,
Michigan State University,601,Theodore Ransaw  ,Social Science,,,,,
Michigan State University,601,Nate Emery  ,Biology,,,100%,,
Michigan State University,601,Laurie Thorp  ,Agriculture,,,,,
Michigan State University,601,Aman Yadav  ,Education,,,,,
Michigan State University,601,Stacy Hickox  ,Social Science,,,50%,,
Michigan State University,601,Andrea Bierema  ,Science,,,100%,,
Michigan State University,601,Daniel Smith  ,Theater,,,100%,,
Michigan State University,601,Amy Simon  ,History,,,100%,,
Michigan State University,601,Eddie Bonilla  ,History,,,100%,,
Michigan State University,601,Ana Duenas  ,Education,,,,,
Michigan State University,601,Olivia Furman  ,Education,,,100%,,
Michigan State University,601,Chong-Yu Ruan  ,Physics,,,,,
Michigan State University,601,Karen Waite  ,Science,4.8,2.3,100%,,
Michigan State University,601,Leonardo Abbrescia  ,Mathematics,,,100%,,
Michigan State University,601,Safoi Babana-Hampton  ,Arts Humanities amp Comm,,,100%,,
Michigan State University,601,Rola Nashef  ,Communication,3.5,,50%,,
Michigan State University,601,Vy Dao  ,Education,4.3,3.2,84%,,
Michigan State University,601,David Long  ,Geology,,3.2,,,
Michigan State University,601,Aaron McCright  ,Sociology,,,100%,,
Michigan State University,601,Mikki Kressbach  ,Film,1.6,4.4,13%,,
Michigan State University,601,David Biedenbender  ,Music,,,100%,,
Michigan State University,601,Bradley Willcuts  ,Theater,4.3,3.3,100%,,
Michigan State University,601,Raven Jones  ,Education,,,100%,,
Michigan State University,601,John McCracken  ,Chemistry,,,100%,,
Michigan State University,601,Ann Burke  ,English,3.3,,50%,,
Michigan State University,601,Huyi Hu  ,Mathematics,,,,,
Michigan State University,601,Sharon Zhong  ,Geography,,,,,
Michigan State University,601,Rajesh Kulkarni  ,Mathematics,2.7,4.3,34%,,
Michigan State University,601,Keshav Sutrave  ,Mathematics,,4.3,,,
Michigan State University,601,Chia Chiu  ,Mathematics,,4.3,,,
Michigan State University,601,Robert Kolt  ,Communication,4.7,1.7,100%,,
Michigan State University,601,Aryan Mehboudi  ,Engineering,,1.7,,,
Michigan State University,601,Carrie Symons  ,Education,,,100%,,
Michigan State University,601,Katie Rottman  ,Languages,4.5,,100%,,
Michigan State University,601,Ning Hsieh  ,Sociology,,,,,
Michigan State University,601,Mohammad Khalil  ,Religion,,3.5,100%,,
Michigan State University,601,Katie Hinko  ,Physics,1.5,3.2,25%,,
Michigan State University,601,Paul Dripchak  ,Social Work,3.7,3.7,67%,,
Michigan State University,601,Honggao Yan  ,Biology,,3.7,,,
Michigan State University,601,Alex Waldron  ,Mathematics,,3.7,,,
Michigan State University,601,Jun Kitagawa  ,Mathematics,1.5,3.7,,,
Michigan State University,601,Andrew Kerner  ,Political Science,2.4,4.6,20%,,
Michigan State University,601,Alexis Black  ,Theater,,4.6,,,
Michigan State University,601,Ryan Welsh  ,Theater,,3.5,50%,,
Michigan State University,601,Deric McNish  ,Theater,,,100%,,
Michigan State University,601,Alisa Hauser  ,Theater,,,100%,,
Michigan State University,601,Chris Ahlin  ,Economics,,,,,
Michigan State University,601,William Reyes-Cubides  ,Languages,2.8,4.6,40%,,
Michigan State University,601,Ezekiel Choffel  ,Writing,4.7,1.7,100%,,
Michigan State University,601,Kenneth Levine  ,Communication,,,100%,,
Michigan State University,601,Heather McCauley  ,Social Science,,,,,
Michigan State University,601,John Hume  ,Science,,,,,
Michigan State University,601,Mohammadreza Bidar  ,Mathematics,3.9,2.5,75%,,
Michigan State University,601,Isaac Record  ,Philosophy,,,100%,,
Michigan State University,601,Erika Frantz  ,Political Science,,2.2,100%,,
Michigan State University,601,Matthew Phillips  ,Communication,,2.5,100%,,
Michigan State University,601,Craig Gross  ,Mathematics,,2.5,,,
Michigan State University,601,Neal Klomp  ,English,,2.5,,,
Michigan State University,601,Janette Boughman  ,Biology,1.5,2.5,,,
Michigan State University,601,Susan Macafee  ,Science,,2.5,,,
Michigan State University,601,Mary Juzwik  ,English,,,100%,,
Michigan State University,601,Saulo Gouveia  ,Languages,2.5,,50%,,
Michigan State University,601,Guan-Hua Tu  ,Computer Science,,,,,
Michigan State University,601,Dennis Phillips  ,Computer Science,,,,,
Michigan State University,601,Hasina Saraha  ,Chemistry,4.2,4.2,78%,,
Michigan State University,601,Jena Whitaker  ,Languages,4.2,3.2,100%,,
Michigan State University,601,Richard Lunt  ,Engineering,,3.2,,,
Michigan State University,601,Kim Lee  ,Chemistry,,,100%,,
Michigan State University,601,Kirtimaan Mohan  ,Physics,,3.3,100%,,
Michigan State University,601,John McElroy  ,Writing,,3.3,,,
Michigan State University,601,Peter Alegi  ,History,,3.5,50%,,
Michigan State University,601,Richard Baillie  ,Economics,,3.5,,,
Michigan State University,601,Roxanne Chan  ,Nursing,,,100%,,
Michigan State University,601,Rebecca Boni  ,Nursing,,,100%,,
Michigan State University,601,Lorelei Blackburn  ,Literature,,,100%,,
Michigan State University,601,Jodi Brown  ,Social Science,,,,,
Michigan State University,601,Alexis Sandberg Hutchinson  ,Biology,4.5,,100%,,
Michigan State University,601,Sarah Klotz  ,English,,,,,
Michigan State University,601,Aleksija Hutchinson  ,Biology,,,100%,,
Michigan State University,601,Xinqiang Li  ,Writing,,,,,
Michigan State University,601,Sandy Burnley  ,English,,,100%,,
Michigan State University,601,Catherine Ryu  ,Languages,,,100%,,
Michigan State University,601,Anne Eisenlohr  ,Engineering,3.3,3.7,67%,,
Michigan State University,601,Daping Weng  ,Mathematics,,,100%,,
Michigan State University,601,Marisol Quintanilla  ,Biology,,,,,
Michigan State University,601,Ellen Moll  ,Arts amp Humanities,,,100%,,
Michigan State University,601,Frederick Leong  ,Psychology,,,,,
Michigan State University,601,Sylvie Wanda  ,Languages,3.3,,34%,,
Michigan State University,601,Sara McKinnon  ,Writing,,1.5,100%,,
Michigan State University,601,Stephanie Mccann  ,Social Work,,,100%,,
Michigan State University,601,Lamar Johnson  ,English,,,100%,,
Michigan State University,601,Patrick Kwon  ,Engineering,,,,,
Michigan State University,601,Eliot Westdorp  ,Languages,,,100%,,
Michigan State University,601,Douglas Bessette  ,Agriculture,,,100%,,
Michigan State University,601,Subir Biswas  ,Engineering,,,,,
Michigan State University,601,Marc Bitterle  ,Computer Science,,2.7,100%,,
Michigan State University,601,Anna Moore  ,Medicine,,2.7,,,
Michigan State University,601,Ping Wang  ,Medicine,,2.7,,,
Michigan State University,601,Amanda Vasas  ,"Arts, Humanities & Comm",,2.7,,,
Michigan State University,601,Andrew Eagle  ,Biology,,,100%,,
Michigan State University,601,Maria Porter  ,Agriculture,,,,,
Michigan State University,601,Erin Schaefer  ,Writing,,,,,
Michigan State University,601,Matthew Schell  ,Education,4.5,,100%,,
Michigan State University,601,Ashley Ash Davis  ,Languages,,,100%,,
Michigan State University,601,Liza Potts  ,Writing,,,,,
Michigan State University,601,Jeff Kuure  ,Writing,,,100%,,
Michigan State University,601,Brian Chadwick  ,Mathematics,,,34%,,
Michigan State University,601,Ming Lei  ,Education,,,100%,,
Michigan State University,601,Kathryn Appenzeller  ,Mathematics,,,,,
Michigan State University,601,Brandy Ellison  ,Social Science,3.8,,84%,,
Michigan State University,601,Clifford Grammich  ,Criminal Justice,,,100%,,
Michigan State University,601,Maxim Gilula  ,Mathematics,,,,,
Michigan State University,601,Marybeth Heeder  ,Writing,1.5,,25%,,
Michigan State University,601,Vishvapali Kobbekaduwa  ,Biology,,,,,
Michigan State University,601,Allison Rojek  ,Criminal Justice,,2.5,72%,,
Michigan State University,601,Kelly Fornwalt  ,Social Work,,,50%,,
Michigan State University,601,Laura Cloud  ,Fine Arts,,,,,
Michigan State University,601,Candance Keller  ,Art History,,,,,
Michigan State University,601,Jodi Yelinek  ,Social Science,4.2,1.8,75%,,
Michigan State University,601,Jeffery Elsworth  ,Hospitality,2.3,2.7,34%,,
Michigan State University,601,Yiling Chen  ,Psychology,,2.7,,,
Michigan State University,601,Jae Puckett  ,Psychology,2.7,4.7,34%,,
Michigan State University,601,Erica Frantz  ,Political Science,4.3,2.1,88%,,
Michigan State University,601,David Watson  ,English,,1.5,100%,,
Michigan State University,601,Ross Chowles  ,"Arts, Humanities & Comm",,,100%,,
Michigan State University,601,Ben Marley  ,Sociology,3.7,,75%,,
Michigan State University,601,Brian Feeny  ,Engineering,,,,,
Michigan State University,601,Claudia Vergrara  ,Biology,,,,,
Michigan State University,601,Jinjie Liu  ,Biology,,,100%,,
Michigan State University,601,Erin Bosch  ,Agriculture,,,,,
Michigan State University,601,Dennis Ikpe  ,Statistics,2.5,4.5,50%,,
Michigan State University,601,Valentin Kuechle  ,Mathematics,,,100%,,
Michigan State University,601,Xiangshu Jin  ,Chemistry,,,50%,,
Michigan State University,601,Stacey Fox  ,Journalism,,,100%,,
Michigan State University,601,Kathryn Frederick  ,Anthropology,,,100%,,
Michigan State University,601,Shannon Schmoll  ,Physics,,,100%,,
Michigan State University,601,Stephanie Steinhardt  ,Media Communications,,,,,
Michigan State University,601,Rebekah Blesing  ,Fine Arts,,,,,
Michigan State University,601,Greg Lusk  ,Humanities,,,50%,,
Michigan State University,601,Gerald Ericksen  ,Social Science,,1.5,100%,,
Michigan State University,601,Alyssa Harben  ,Engineering,4.5,1.5,100%,,
Michigan State University,601,Margaux Griffith  ,English,3.5,4.5,50%,,
Michigan State University,601,Jason Huang  ,Social Science,,,100%,,
Michigan State University,601,Everardo Cuevas  ,Writing,,,100%,,
Michigan State University,601,Rebecca Conklin  ,English,,,100%,,
Michigan State University,601,Anthony Jesuale  ,Political Science,,,,,
Michigan State University,601,Kristin Mahoney  ,English,,,100%,,
Michigan State University,601,Natasha Strelkova  ,Languages,4.3,,100%,,
Michigan State University,601,Eric Montgomery  ,Social Science,4.8,,80%,,
Michigan State University,601,Jacquelyn Jacobs  ,Science,4.5,,100%,,
Michigan State University,601,Gorapada Bera  ,Mathematics,,,100%,,
Michigan State University,601,Amanda Lorenz-Reaves  ,Biology,,1.3,100%,,
Michigan State University,601,Jenifer Saldanha  ,Biology,,2.8,80%,,
Michigan State University,601,Babak Borhan  ,Chemistry,,2.8,,,
Michigan State University,601,Toree Williams  ,Science,,,100%,,
Michigan State University,601,Deborah McCullough  ,Science,,,100%,,
Michigan State University,601,John Lee  ,Biology,,,,,
Michigan State University,601,Anthony Paganini  ,Biology,,,,,
Michigan State University,601,Reinhard Schwienhorst  ,Physics,,,,,
Michigan State University,601,Eric Montgomery  ,Anthropology,,,100%,,
Michigan State University,601,Jason Smith  ,Engineering,4.7,,100%,,
Michigan State University,601,Nuri Ersahin  ,Finance,,,,,
Michigan State University,601,Eric Waggoner  ,Finance,,,,,
Michigan State University,601,Amber Pearson  ,Geography,3.5,3.5,100%,,
Michigan State University,601,Dante Pirouz  ,Marketing,,,100%,,
Michigan State University,601,Gwen Wittenbaum  ,Communication,,,,,
Michigan State University,601,Ann Folino-White  ,Theater,,,100%,,
Michigan State University,601,Kevin Craig  ,Theater,,1.4,100%,,
Michigan State University,601,Yutian Li  ,Business,,1.4,,,
Michigan State University,601,Constantinos Coursaris  ,Media Communications,,,100%,,
Michigan State University,601,Nicole Geske  ,Health Science,,,100%,,
Michigan State University,601,Joseph Hamm  ,Criminal Justice,,,,,
Michigan State University,601,Elizabeth Wasilevich  ,Health Science,,2.5,50%,,
Michigan State University,601,Lorraine Weatherspoon  ,Agriculture,,2.5,,,
Michigan State University,601,Timothy Retzloff  ,History,,2.5,,,
Michigan State University,601,North Kedzie  ,Sociology,,2.5,,,
Michigan State University,601,Rebecca Senn  ,Linguistics,,,100%,,
Michigan State University,601,Paula Storrer  ,Design,,,,,
Michigan State University,601,Andrew Corner  ,Communication,,,,,
Michigan State University,601,Katie Oeschger  ,Biology,,,100%,,
Michigan State University,601,Emily Lanier  ,Biology,,,,,
Michigan State University,601,Kinitra Brooks  ,Arts amp Humanities,,,67%,,
Michigan State University,601,Joy Coates  ,Women's Studies,,,,,
Michigan State University,601,Chad Hall  ,Linguistics,,3.5,100%,,
Michigan State University,601,Tracie Swiecki  ,Writing,,3.5,,,
Michigan State University,601,Steve Draggoo  ,Mathematics,,3.5,50%,,
Michigan State University,601,Eddie Boucher  ,Social Science,1.6,4.3,12%,,
Michigan State University,601,Andrew Pine  ,Writing,,4.3,,,
Michigan State University,601,Baisheng Yan  ,Mathematics,,4.3,,,
Michigan State University,601,Chichia Chiu  ,Mathematics,,4.3,,,
Michigan State University,601,Vladimir Peller  ,Mathematics,,4.3,,,
Michigan State University,601,Barrack Stubbs  ,Chemistry,,3.8,60%,,
Michigan State University,601,Sarah Brundrett  ,Linguistics,4.7,1.7,67%,,
Michigan State University,601,Elena Ruiz  ,Philosophy,,1.7,,,
Michigan State University,601,Tom Zimmermann  ,Engineering,,,100%,,
Michigan State University,601,Yiying Tong  ,Computer Science,,,,,
Michigan State University,601,Douglas Hartman  ,Education,,,,,
Michigan State University,601,Alisa Doan  ,Health Science,,,,,
Michigan State University,601,Jessica Kane  ,English,3.5,,50%,,
Michigan State University,601,Elijah Simmons  ,Writing,,,,,
Michigan State University,601,Joshua Nahum  ,Engineering,,4.5,25%,,
Michigan State University,601,Jinda Fan  ,Chemistry,1.5,4.5,,,
Michigan State University,601,Corey Musolff  ,Physics,,,100%,,
Michigan State University,601,Perry Parks  ,Journalism,4.8,1.7,100%,,
Michigan State University,601,Jay Zarnetske  ,Geology,,1.7,,,
Michigan State University,601,Ming Han  ,Engineering,,1.7,,,
Michigan State University,601,Amber Lawson  ,Education,,1.7,,,
Michigan State University,601,Merry Morash  ,Social Science,,1.7,,,
Michigan State University,601,Teresa Milbrodt  ,English,,,100%,,
Michigan State University,601,Scott Winterstein  ,Fisheries amp Wildlife,,,,,
Michigan State University,601,Rene Rosenbaum  ,Social Science,,,,,
Michigan State University,601,Jeff Ackerman  ,Economics,,3.8,75%,,
Michigan State University,601,Charles Owen  ,Computer Science,2.3,4.7,34%,,
Michigan State University,601,Jeff Ackermann  ,Economics,3.1,3.5,42%,,
Michigan State University,601,Kumar Tiruchirapalli  ,Chemistry,,3.5,,,
Michigan State University,601,Jeremy Bond  ,Communication,4.5,,100%,,
Michigan State University,601,Asif Iqbal  ,English,,,,,
Michigan State University,601,Tammy Caron  ,Nursing,,,,,
Michigan State University,601,Susan Wyche  ,Media Communications,,,,,
Michigan State University,601,Jennifer Cobbina  ,Criminal Justice,,,,,
Michigan State University,601,Douglas Moyer  ,Health Science,,,,,
Michigan State University,601,Mike Brown  ,Mathematics,,,,,
Michigan State University,601,Elizabeth Goebel  ,Law,,,,,
Michigan State University,601,Michael Giles  ,Political Science,,,100%,,
Michigan State University,601,Lynnette King  ,Social Science,,,,,
Michigan State University,601,Patricia Edwards  ,Education,,,,,
Michigan State University,601,Mark Waddell  ,Arts & Humanities,,,100%,,
Michigan State University,601,Susan Grady  ,Social Science,,,,,
Michigan State University,601,Heather Bomsta  ,Psychology,2.2,3.2,20%,,
Michigan State University,601,Christina Triezenberg  ,English,,3.2,,,
Michigan State University,601,Anna Pegler-Gordon  ,History,,3.2,,,
Michigan State University,601,Laura Jones- Pettit  ,English,,,100%,,
Michigan State University,601,Chenwei Liao  ,Psychology,,,100%,,
Michigan State University,601,Kimberly Priest  ,English,,2.5,100%,,
Michigan State University,601,Cholani Weebadde  ,Biology,,,100%,,
Michigan State University,601,Karen Draths  ,Chemistry,1.5,,,,
Michigan State University,601,Alireza Boloori  ,Statistics,,,100%,,
Michigan State University,601,Kavell Jumaa  ,Computer Science,,,,,
Michigan State University,601,Seven Mattes  ,Arts & Humanities,4.6,2.3,100%,,
Michigan State University,601,Scott Boehm  ,International Studies,,,100%,,
Michigan State University,601,Rocio Quispe agnoli  ,History,,,,,
Michigan State University,601,Sean Riley  ,Business,,,,,
Michigan State University,601,Wolfgang Banzhaf  ,Computer Science,,,,,
Michigan State University,601,Jefferson Faye  ,Writing,,,,,
Michigan State University,601,Ashoke Sinha  ,Statistics,,,,,
Michigan State University,601,Junghoon Yeom  ,Engineering,,,100%,,
Michigan State University,601,Michael Lavagnino  ,Engineering,,,100%,,
Michigan State University,601,Fangyi Shen  ,Chemistry,4.7,,100%,,
Michigan State University,601,Stacey Camp  ,Anthropology,,,100%,,
Michigan State University,601,Lifeng Luo  ,Geography,,,,,
Michigan State University,601,Bethany Huot  ,Biology,3.5,3.5,50%,,
Michigan State University,601,Vaughn Watson  ,Education,,,100%,,
Michigan State University,601,David Bowers  ,Mathematics,,,100%,,
Michigan State University,601,Merve Kursav  ,Mathematics,4.5,2.5,100%,,
Michigan State University,601,Arris Golden  ,Music,,2.5,,,
Michigan State University,601,Kashem Kashefi  ,Biology,,2.5,,,
Michigan State University,601,Vernon Miller  ,Communication,,,100%,,
Michigan State University,601,Jennifer Pechal  ,Criminal Justice,,,,,
Michigan State University,601,Ethan Theuerkauf  ,Science,,,100%,,
Michigan State University,601,Camille Fairbourn  ,Mathematics,,,,,
Michigan State University,601,Carleen Hsu  ,Film,,,,,
Michigan State University,601,Stef Shuster  ,Sociology,,,100%,,
Michigan State University,601,Brandon Pettit  ,Writing,,,100%,,
Michigan State University,601,Kristen Bieda  ,Mathematics,,,,,
Michigan State University,601,Georgia Peterson  ,Agriculture,,,,,
Michigan State University,601,Robert Goldbort  ,Writing,1.5,,,,
Michigan State University,601,Moxun Tang  ,Mathematics,,,100%,,
Michigan State University,601,Jessica Hubbell  ,Psychology,,,100%,,
Michigan State University,601,Krista Wack  ,Languages,,,100%,,
Michigan State University,601,Joshua Mike  ,Mathematics,1.5,,,,
Michigan State University,601,Nicholas Fields  ,Music,,,100%,,
Michigan State University,601,Richard Harlow  ,Geography,4.3,,67%,,
Michigan State University,601,Ricardo Lorenz  ,Music,,,,,
Michigan State University,601,Irma Bartolo  ,Arts & Humanities,,,100%,,
Michigan State University,601,Paul Curran  ,Psychology,4.8,2.4,100%,,
Michigan State University,601,Yijun Zuo  ,Statistics,,2.4,,,
Michigan State University,601,Michael Hamm  ,Agriculture,,,100%,,
Michigan State University,601,Jane Rice  ,Science,,,,,
Michigan State University,601,George Harnick  ,Kinesiology,,,,,
Michigan State University,601,Maria Bello Bravo  ,Health Science,,,,,
Michigan State University,601,Natalya Koval  ,Linguistics,,,,,
Michigan State University,601,Jessica Yann  ,Anthropology,,,100%,,
Michigan State University,601,James Galligan  ,Psychology,,,100%,,
Michigan State University,601,Lynette King  ,Anthropology,,,,,
Michigan State University,601,Thomas Carter  ,Chemistry,,,,,
Michigan State University,601,Loannis Zachos  ,Mathematics,,,,,
Michigan State University,601,Randall Schaetzl  ,Geography,1.5,,,,
Michigan State University,601,Linda Garrow  ,Science,,,,,
Michigan State University,601,Barbara Andersen  ,Architecture,,,100%,,
Michigan State University,601,Noah Durst  ,Design,,,100%,,
Michigan State University,601,Shiv Karunakaran  ,Mathematics,,4.5,100%,,
Michigan State University,601,Juliet Hess  ,Music,,4.5,,,
Michigan State University,601,Kate Sherwood  ,Linguistics,1.5,4.5,,,
Michigan State University,601,Margot Valles  ,Religion,,,100%,,
Michigan State University,601,Brenna Breshears  ,Social Science,,,100%,,
Michigan State University,601,Neal Hammer  ,Health Science,,,,,
Michigan State University,601,Kirk Astle  ,Writing,4.5,1.5,100%,,
Michigan State University,601,Jeff Nanzer  ,Engineering,,,100%,,
Michigan State University,601,Marty Jordan  ,Political Science,4.8,2.8,100%,,
Michigan State University,601,Kenlea Pebbles  ,Writing,2.5,2.8,,,
Michigan State University,601,Lev Tovstopyat  ,Mathematics,,,100%,,
Michigan State University,601,Dan Meier  ,"Arts, Humanities & Comm",,,100%,,
Michigan State University,601,Abigail Schmid  ,Languages,,,100%,,
Michigan State University,601,Jon Wolfson  ,Mathematics,,,,,
Michigan State University,601,Mingming Qiu  ,Finance,,,100%,,
Michigan State University,601,Robey Champine  ,Social Science,,,,,
Michigan State University,601,Thomas Walpuski  ,Mathematics,,,,,
Michigan State University,601,Yasumasa Komori  ,International Studies,,,,,
Michigan State University,601,Ann Ryan  ,Psychology,,,,,
Michigan State University,601,John Spink  ,Business,1.8,,,,
Michigan State University,601,Cimberly Weir  ,Engineering,,,,,
Michigan State University,601,Paul Koning  ,Engineering,,,100%,,
Michigan State University,601,Walter Middlebrook  ,Communication,,,,,
Michigan State University,601,Mlado Ivanovic  ,Humanities,,,100%,,
Michigan State University,601,D. Hayden  ,Physics,,,,,
Michigan State University,601,Willie Wong  ,Mathematics,,,,,
Michigan State University,601,Gloria Bogat  ,Psychology,,,,,
Michigan State University,601,Arika Ligmann-Zielinska  ,Geography,,,100%,,
Michigan State University,601,Lissy Goralnik  ,Science,,,,,
Michigan State University,601,Sebnem Onsay  ,Computer Science,,,100%,,
Michigan State University,601,Abigal Schmid  ,Languages,,,,,
Michigan State University,601,Tsvetanka Sendova  ,Mathematics,,,,,
Michigan State University,601,Jameel Al-Haddad  ,Science,,,,,
Michigan State University,601,Ryan Shadbolt  ,Geography,,,,,
Michigan State University,601,Greta VanWieren  ,Religion,,,100%,,
Michigan State University,601,Carmen Octavio  ,Languages,,,,,
Michigan State University,601,Taosheng Liu  ,Psychology,,,,,
Michigan State University,601,Jada Phelps Moultrie  ,Education,,,,,
Michigan State University,601,Laura Catano  ,Biology,,,,,
Michigan State University,601,JD Robinson  ,Science,,,,,
Michigan State University,601,Christopher Estrada  ,Languages,,,,,
Michigan State University,601,Ike Iyioke  ,Science,,,,,
Michigan State University,601,Jordan Schonig  ,Film,,,,,
Michigan State University,601,Connie Currier  ,Health Science,,,,,
Michigan State University,601,Dave Weatherspoon  ,Agriculture,,,,,
Michigan State University,601,Jeff Shull  ,Chemistry,,,,,
Michigan State University,601,Philip Effiong  ,Arts & Humanities,2.5,3.5,50%,,
Michigan State University,601,Kalyanmoy Deb  ,Engineering,,3.5,,,
Michigan State University,601,Richard DeShon  ,Psychology,,,100%,,
Michigan State University,601,Kathleen Fitzpatrick  ,English,,,100%,,
Michigan State University,601,Luis Araujo  ,Economics,1.5,,,,
Michigan State University,601,Samantha Caughlan  ,Education,,,,,
Michigan State University,601,Shireen Al-Adeimi  ,Education,,,,,
Michigan State University,601,Michael Wiser  ,Biology,1.6,,,,
Michigan State University,601,Jennifer Hodbod  ,Agriculture,,,,,
Michigan State University,601,Candice Chovanec  ,Arts & Humanities,,,,,
Michigan State University,601,Kimberly Alberts  ,Education,,,100%,,
Michigan State University,601,Kayleen Schumacher  ,English,,,,,
Michigan State University,601,Caroline Kraft  ,Psychology,,2.5,100%,,
Michigan State University,601,Chu-Hsiang Chang  ,Psychology,,,100%,,
Michigan State University,601,LaVelle Gipson-Tansil  ,Education,,,,,
Michigan State University,601,Kevin Kryston  ,Communication,,,,,
Michigan State University,601,Jim Van Ravensway  ,Hospitality,,,100%,,
Michigan State University,601,Ronald Schwartz  ,Humanities,,,,,
Michigan State University,601,Alyssa lopez  ,History,,,,,
Michigan State University,601,Noleen Chikowore  ,Information Science,,,,,
Michigan State University,601,John Polomsky  ,Engineering,,,,,
Michigan State University,601,Tasia Taxis  ,Agriculture,,3.5,100%,,
Michigan State University,601,Dan Buskirk  ,Agriculture,,,100%,,
Michigan State University,601,Tamesha Harewood  ,Education,,,,,
Michigan State University,601,Rebecca Tegtmeyer  ,Design,,,,,
Michigan State University,601,Lauren Stahl  ,Languages,,,,,
Michigan State University,601,Kevin Henson  ,Biology,,,,,
Michigan State University,601,Yukari Nishizawa-Brennan  ,Biology,,,100%,,
Michigan State University,601,Yumi Soeshima  ,Languages,,,,,
Michigan State University,601,Tyler Harris  ,Kinesiology,,,100%,,
Michigan State University,601,AJ Robison  ,Science,,,100%,,
Michigan State University,601,Michelle Mazei-Robison  ,Science,,2.5,100%,,
Michigan State University,601,Brandon Heide  ,Communication,,2.5,,,
Michigan State University,601,Tj Delano  ,Chemistry,,2.5,,,
Michigan State University,601,Matthew Rossi  ,Writing,,2.5,,,
